ccode,ccode_vdem,country_id_vdem,country,year,trans_year,trans_note,p5_year,trans_p5,bmr_year,trans_bmr,ert_year,trans_ert,row_yr,trans_row,gwf_yr,trans_gwf,tjet_dtrid,isq_dtrid,tjrc_dtrid,dem_bmr,dem_omit_bmr,dem_trans_bmr,polity_p5,polity2_p5,change_p5,regtrans_p5,v2x_regime_ert,v2x_regime_orig,v2x_regime_amb,v2x_polyarchy,reg_type,reg_start_year,reg_end_year,reg_trans,reg_age,dem_spell_id,dem_reversion,dem_ep_start_year,dem_ep_end_year,dem_founding_elec,dem_ep_outcome,aut_ep_start_year,aut_ep_end_year,aut_ep_outcome,aut_founding_elec,regime_gwf,reg_fail_gwf
710,710,110,China,1982,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.099,Autocracy,1900,2023,No regime transition,82,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1983,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.099,Autocracy,1900,2023,No regime transition,83,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1984,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.099,Autocracy,1900,2023,No regime transition,84,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1985,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.099,Autocracy,1900,2023,No regime transition,85,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1986,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.102,Autocracy,1900,2023,No regime transition,86,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1987,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.105,Autocracy,1900,2023,No regime transition,87,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1988,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.105,Autocracy,1900,2023,No regime transition,88,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1989,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.101,Autocracy,1900,2023,No regime transition,89,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1990,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.093,Autocracy,1900,2023,No regime transition,90,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1991,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,91,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1992,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.096,Autocracy,1900,2023,No regime transition,92,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1993,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.1,Autocracy,1900,2023,No regime transition,93,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1994,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.101,Autocracy,1900,2023,No regime transition,94,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1995,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.101,Autocracy,1900,2023,No regime transition,95,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1996,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.102,Autocracy,1900,2023,No regime transition,96,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1997,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.102,Autocracy,1900,2023,No regime transition,97,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1998,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.102,Autocracy,1900,2023,No regime transition,98,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,1999,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.102,Autocracy,1900,2023,No regime transition,99,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2000,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.101,Autocracy,1900,2023,No regime transition,100,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2001,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.101,Autocracy,1900,2023,No regime transition,101,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2002,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.101,Autocracy,1900,2023,No regime transition,102,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2003,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.103,Autocracy,1900,2023,No regime transition,103,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2004,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.103,Autocracy,1900,2023,No regime transition,104,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2005,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,105,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2006,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,106,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2007,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,107,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2008,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,108,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2009,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,109,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2010,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,110,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
710,710,110,China,2011,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,111,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2012,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.094,Autocracy,1900,2023,No regime transition,112,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2013,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.087,Autocracy,1900,2023,No regime transition,113,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2014,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.084,Autocracy,1900,2023,No regime transition,114,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2015,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.081,Autocracy,1900,2023,No regime transition,115,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2016,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.08,Autocracy,1900,2023,No regime transition,116,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2017,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.078,Autocracy,1900,2023,No regime transition,117,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2018,,,,,,,,,,,,,,,,0,0,0,-7,-7,,,Closed autocracy,0,Closed autocracy,0.077,Autocracy,1900,2023,No regime transition,118,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2019,,,,,,,,,,,,,,,,0,0,0,,,,,Closed autocracy,0,Closed autocracy,0.075,Autocracy,1900,2023,No regime transition,119,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2020,,,,,,,,,,,,,,,,0,0,0,,,,,Closed autocracy,0,Closed autocracy,0.076,Autocracy,1900,2023,No regime transition,120,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2021,,,,,,,,,,,,,,,,,,,,,,,Closed autocracy,0,Closed autocracy,0.077,Autocracy,1900,2023,No regime transition,121,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
710,710,110,China,2022,,,,,,,,,,,,,,,,,,,,,,,Closed autocracy,0,Closed autocracy,0.075,Autocracy,1900,2023,No regime transition,122,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
,710,110,China,2023,,,,,,,,,,,,,,,,,,,,,,,Closed autocracy,0,Closed autocracy,0.074,Autocracy,1900,2023,No regime transition,123,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,,
100,100,15,Colombia,1949,,,,,,,,,,,,,,,,0,0,0,-5,-5,,,Electoral autocracy,1,Electoral autocracy,0.18,Autocracy,1900,1990,No regime transition,49,,,,,,No democratization episode during this year,1947,1950,Regressed autocracy,,democracy,1
100,100,15,Colombia,1950,,,,,,,,,,,,,,,,0,0,0,-5,-5,,,Electoral autocracy,1,Electoral autocracy,0.142,Autocracy,1900,1990,No regime transition,50,,,,,,No democratization episode during this year,1947,1950,Regressed autocracy,,party,0
100,100,15,Colombia,1951,,,,,,,,,,,,,,,,0,0,0,-5,-5,,,Electoral autocracy,1,Electoral autocracy,0.175,Autocracy,1900,1990,No regime transition,51,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
100,100,15,Colombia,1952,,,,,,,,,,,,,,,,0,0,0,-5,-5,,,Electoral autocracy,1,Electoral autocracy,0.178,Autocracy,1900,1990,No regime transition,52,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,0
100,100,15,Colombia,1953,,,,,,,,,,,,,,,,0,0,0,-5,-5,,,Electoral autocracy,1,Electoral autocracy,0.132,Autocracy,1900,1990,No regime transition,53,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,party,1
100,100,15,Colombia,1954,,,,,,,,,,,,,,,,0,0,0,-5,-5,,,Electoral autocracy,1,Electoral autocracy,0.1,Autocracy,1900,1990,No regime transition,54,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,military-personal,0
100,100,15,Colombia,1955,,,,,,,,,,,,,,,,0,0,0,-5,-5,,,Electoral autocracy,1,Electoral autocracy,0.1,Autocracy,1900,1990,No regime transition,55,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,military-personal,0
100,100,15,Colombia,1956,,,,,,,,,,,,,,,,0,0,0,-5,-5,,,Electoral autocracy,1,Electoral autocracy,0.1,Autocracy,1900,1990,No regime transition,56,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,military-personal,0
100,100,15,Colombia,1957,,,1957,100-1957-0,,,,,,,,,,,,0,0,0,7,7,12,3,Electoral autocracy,1,Electoral autocracy,0.1,Autocracy,1900,1990,No regime transition,57,,,1958,1960,,No democratization episode during this year,,,No autocratization episode during this year,,military-personal,0
100,100,15,Colombia,1958,1958,,1957,100-1957-1,1958,100-1958-0,,,,,1958,100-1958-0,,,,1,1,1,7,7,,,Electoral autocracy,1,Electoral autocracy,0.232,Autocracy,1900,1990,No regime transition,58,,,1958,1960,,Stabilized electoral autocracy,,,No autocratization episode during this year,,military-personal,1
100,100,15,Colombia,1959,,,,100-1957-2,,100-1958-1,,,,,,100-1958-1,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.339,Autocracy,1900,1990,No regime transition,59,,,1958,1960,,Stabilized electoral autocracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1960,,,,100-1957-3,,100-1958-2,,,,,,100-1958-2,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.351,Autocracy,1900,1990,No regime transition,60,,,1958,1960,,Stabilized electoral autocracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1961,,,,100-1957-4,,100-1958-3,,,,,,100-1958-3,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.356,Autocracy,1900,1990,No regime transition,61,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1962,,,,100-1957-5,,100-1958-4,,,,,,100-1958-4,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.357,Autocracy,1900,1990,No regime transition,62,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1963,,,,100-1957-6,,100-1958-5,,,,,,100-1958-5,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.357,Autocracy,1900,1990,No regime transition,63,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1964,,,,100-1957-7,,100-1958-6,,,,,,100-1958-6,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.359,Autocracy,1900,1990,No regime transition,64,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1965,,,,100-1957-8,,100-1958-7,,,,,,100-1958-7,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.359,Autocracy,1900,1990,No regime transition,65,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1966,,,,100-1957-9,,100-1958-8,,,,,,100-1958-8,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.358,Autocracy,1900,1990,No regime transition,66,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1967,,,,100-1957-10,,100-1958-9,,,,,,100-1958-9,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.357,Autocracy,1900,1990,No regime transition,67,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1968,,,,100-1957-11,,100-1958-10,,,,,,100-1958-10,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.358,Autocracy,1900,1990,No regime transition,68,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1969,,,,100-1957-12,,100-1958-11,,,,,,100-1958-11,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.358,Autocracy,1900,1990,No regime transition,69,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1970,,,,100-1957-13,,100-1958-12,,,,,,100-1958-12,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.353,Autocracy,1900,1990,No regime transition,70,,,1971,1975,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1971,,,,100-1957-14,,100-1958-13,,,,,,100-1958-13,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.368,Autocracy,1900,1990,No regime transition,71,,,1971,1975,,Stabilized electoral autocracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1972,,,,100-1957-15,,100-1958-14,,,,,,100-1958-14,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.374,Autocracy,1900,1990,No regime transition,72,,,1971,1975,,Stabilized electoral autocracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1973,,,,100-1957-16,,100-1958-15,,,,,,100-1958-15,,,,1,1,0,7,7,,,Electoral autocracy,1,Electoral autocracy,0.374,Autocracy,1900,1990,No regime transition,73,,,1971,1975,,Stabilized electoral autocracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1974,,,,100-1957-17,,100-1958-16,,,,,,100-1958-16,,,,1,1,0,8,8,1,0,Electoral autocracy,1,Electoral autocracy,0.421,Autocracy,1900,1990,No regime transition,74,,,1971,1975,,Stabilized electoral autocracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1975,,,,100-1957-18,,100-1958-17,,,,,,100-1958-17,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.45,Autocracy,1900,1990,No regime transition,75,,,1971,1975,,Stabilized electoral autocracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1976,,,,100-1957-19,,100-1958-18,,,,,,100-1958-18,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.45,Autocracy,1900,1990,No regime transition,76,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1977,,,,100-1957-20,,100-1958-19,,,,,,100-1958-19,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.453,Autocracy,1900,1990,No regime transition,77,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1978,,,,100-1957-21,,100-1958-20,,,,,,100-1958-20,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy,0.429,Autocracy,1900,1990,No regime transition,78,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1979,,,,100-1957-22,,100-1958-21,,,,,,100-1958-21,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy,0.41,Autocracy,1900,1990,No regime transition,79,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1980,,,,100-1957-23,,100-1958-22,,,,,,100-1958-22,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy,0.413,Autocracy,1900,1990,No regime transition,80,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1981,,,,100-1957-24,,100-1958-23,,,,,,100-1958-23,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy,0.413,Autocracy,1900,1990,No regime transition,81,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1982,,,,100-1957-25,,100-1958-24,,,,,,100-1958-24,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy,0.411,Autocracy,1900,1990,No regime transition,82,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1983,,,,100-1957-26,,100-1958-25,,,,,,100-1958-25,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.468,Autocracy,1900,1990,No regime transition,83,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1984,,,,100-1957-27,,100-1958-26,,,,,,100-1958-26,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.459,Autocracy,1900,1990,No regime transition,84,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1985,,,,100-1957-28,,100-1958-27,,,,,,100-1958-27,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.461,Autocracy,1900,1990,No regime transition,85,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1986,,,,100-1957-29,,100-1958-28,,,,,,100-1958-28,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.453,Autocracy,1900,1990,No regime transition,86,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1987,,,,100-1957-30,,100-1958-29,,,,,,100-1958-29,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.451,Autocracy,1900,1990,No regime transition,87,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1988,,,,100-1957-31,,100-1958-30,,,,,,100-1958-30,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.45,Autocracy,1900,1990,No regime transition,88,,,,,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1989,,,,100-1957-32,,100-1958-31,,,,,,100-1958-31,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.45,Autocracy,1900,1990,No regime transition,89,,,1990,1992,,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1990,,,,100-1957-33,,100-1958-32,1990,15-1990-0,,,,100-1958-32,,,,1,1,0,8,8,,,Electoral autocracy,1,Electoral autocracy upper bound,0.482,Autocracy,1900,1990,No regime transition,90,,,1990,1992,,Democratic transition,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1991,,,,100-1957-34,,100-1958-33,,15-1990-1,1991,15-1991-0,,100-1958-33,,,,1,1,0,9,9,1,0,Electoral democracy,2,Electoral democracy lower bound,0.525,Democracy,1991,2023,Democratic transition,0,15_1991,,1990,1992,1991,Democratic transition,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1992,,,,100-1957-35,,100-1958-34,,15-1990-2,,15-1991-1,,100-1958-34,,,,1,1,0,9,9,,,Electoral democracy,2,Electoral democracy lower bound,0.562,Democracy,1991,2023,No regime transition,1,15_1991,,1990,1992,1991,Democratic transition,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1993,,,,100-1957-36,,100-1958-35,,15-1990-3,,15-1991-2,,100-1958-35,,,,1,1,0,9,9,,,Electoral democracy,2,Electoral democracy lower bound,0.562,Democracy,1991,2023,No regime transition,2,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1994,,,,100-1957-37,,100-1958-36,,15-1990-4,,15-1991-3,,100-1958-36,,,,1,1,0,9,9,,,Electoral democracy,2,Electoral democracy lower bound,0.561,Democracy,1991,2023,No regime transition,3,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1995,,,,100-1957-38,,100-1958-37,,15-1990-5,,15-1991-4,,100-1958-37,,,,1,1,0,7,7,-2,0,Electoral democracy,2,Electoral democracy lower bound,0.562,Democracy,1991,2023,No regime transition,4,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1996,,,,100-1957-39,,100-1958-38,,15-1990-6,,15-1991-5,,100-1958-38,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.56,Democracy,1991,2023,No regime transition,5,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1997,,,,100-1957-40,,100-1958-39,,15-1990-7,,15-1991-6,,100-1958-39,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.56,Democracy,1991,2023,No regime transition,6,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1998,,,,100-1957-41,,100-1958-40,,15-1990-8,,15-1991-7,,100-1958-40,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.549,Democracy,1991,2023,No regime transition,7,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,1999,,,,100-1957-42,,100-1958-41,,15-1990-9,,15-1991-8,,100-1958-41,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.54,Democracy,1991,2023,No regime transition,8,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2000,,,,100-1957-43,,100-1958-42,,15-1990-10,,15-1991-9,,100-1958-42,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.552,Democracy,1991,2023,No regime transition,9,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2001,,,,100-1957-44,,100-1958-43,,15-1990-11,,15-1991-10,,100-1958-43,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.547,Democracy,1991,2023,No regime transition,10,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2002,,,,100-1957-45,,100-1958-44,,15-1990-12,,15-1991-11,,100-1958-44,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.532,Democracy,1991,2023,No regime transition,11,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2003,,,,100-1957-46,,100-1958-45,,15-1990-13,,15-1991-12,,100-1958-45,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.536,Democracy,1991,2023,No regime transition,12,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2004,,,,100-1957-47,,100-1958-46,,15-1990-14,,15-1991-13,,100-1958-46,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.54,Democracy,1991,2023,No regime transition,13,15_1991,,,,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2005,,,,100-1957-48,,100-1958-47,,15-1990-15,,15-1991-14,,100-1958-47,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy lower bound,0.545,Democracy,1991,2023,No regime transition,14,15_1991,,2006,2014,1991,No democratization episode during this year,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2006,,,,100-1957-49,,100-1958-48,,15-1990-16,,15-1991-15,,100-1958-48,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy,0.568,Democracy,1991,2023,No regime transition,15,15_1991,,2006,2014,1991,Deepened democracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2007,,,,100-1957-50,,100-1958-49,,15-1990-17,,15-1991-16,,100-1958-49,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy,0.582,Democracy,1991,2023,No regime transition,16,15_1991,,2006,2014,1991,Deepened democracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2008,,,,100-1957-51,,100-1958-50,,15-1990-18,,15-1991-17,,100-1958-50,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy,0.581,Democracy,1991,2023,No regime transition,17,15_1991,,2006,2014,1991,Deepened democracy,,,No autocratization episode during this year,,democracy,0
100,100,15,Colombia,2009,,,,100-1957-52,,100-1958-51,,15-1990-19,,15-1991-18,,100-1958-51,,,,1,1,0,7,7,,,Electoral democracy,2,Electoral democracy,0.585,Democracy,1991,2023,No regime transition,18,15_1991,,2006,2014,1991,Deepened democracy,,,No autocratization episode during this year,,democracy,0
