reparationID,country,ccode_cow,officialName,officialName_en,officialName_en_fr,timeframeCovered,legalBasis,legalInternationalBody,legalBranches,subnational,yearCreated,dateCreated,yearBegin,dateBegin,yearEnd,dateEnd,yearEndAnticipated,statedAims,policyURL,democraticTransitionStarted,fitsPostAutocraticTJ,startedIntraConfl,fitsConflictTJ,ucdpConflictID,reparationConflictDuring,reparationConflictAfter,beneficiariesIdentified,beneficiariesCount,requirementsRegistration,responsibleDepartment,departmentName,departmentStaff,staffCount,funding,harmsMurder,harmsTorture,harmsDetention,harmsDisappearance,harmsChildRecruitment,harmsDisplacement,harmsSexualViolence,sexualViolenceType,harmsOther,genderCrimes,genderWomen,genderMen,lgbtqCrimes,typeInjury,individualReparations,individualReparationsForm,individualReparationsEligible,collectiveReparations,collectiveReparationsForm,collectiveReparationsEligibility,diffAmount,foreclose,outreach,accessibility,rep_paid,individualsRepaired,individualsRepairedEstimate,costEstimate,alteration,alterationName,alterationYear,alterationEffect,tjet_version
140,Kenya,501,"The Truth, Justice, and Reconciliation Commission","The Truth, Justice, and Reconciliation Commission","La Commission vérité, justice et réconciliation","12th December, 1963 and the 28th February, 2008",domestic law; truth commission,,legislative act,no,2013,2013-05-03,,,,,,restitution; compensation; other (specify below),https://reparations.qub.ac.uk/assets/uploads/TJRC_report_Volume_4.pdf,1,1,1,0,,0,0,application process,,yes,yes,"Committee for the Implementation of the Recommendations of the Truth, Justice and Reconciliation Commission (the “Implementation Committee’)",don't know,,state government,1,1,1,1,0,1,1,other; rape,1,yes,,yes,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); symbolic (memorials, apologies, museums, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies]); collective compensation (lump sum provided to a community)","experience-based community (group of individuals who share a historical experience); violation-based community (group of individuals who suffered the same form of human rights violation); social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity)",yes,don't know,no,,0,"According to HRW, as of 2019 the reparations had not been implemented.",,"According to HRW, as of 2019 the reparations had not been implemented.",yes,,2013,limited reparations policy,2025-12-16
73,Kosovo,347,"Law No. 04/L-054 On the Status and The Rights of The Martyrs, Invalids, Veterans, Members Of Kosova Liberation Army, Civilian Victims Of War And Their Families","Law No. 4/L-172: On Amending and Supplementing the Law No.04/L-054 On the Status and the Rights of the Martyrs, Invalids, Veterans, Members of Kosovo Liberation Army, Sexual Violence Victims of the War, Civilian Victims of War and their Families","Loi n° 4/L-172 : modifiant et complétant la loi n° 04/L-054 sur le statut et les droits des martyrs, des invalides, des vétérans, des membres de l'Armée de libération du Kosovo, des victimes de violences sexuelles de la guerre, des victimes civiles de la guerre et de leurs familles.","The timeframe covered varies depending on the type of victim, but for KLA invalids and veterans and “martyrs who died for the liberation of the country” is between 1997-1999. For civilian victims (dead and wounded) of the war, the time frame is 02.27.1998 up to 06.20.1999.",domestic law,,legislative act,,2011,2011-12-08,2012,2012-01-01,,,,recognition,https://reparations.qub.ac.uk/assets/uploads/04-L-172-a.pdf,0,0,1,1,412,0,1,application process,,no,yes,"various ministries were responsible for administering different benefits under the law, including the Ministry of Labour and Social Welfare, Ministry for Issues of Health, Ministry for Education, Science, and Technology; Ministry of Energy; Ministry of Environment and Spatial Planning; and Ministry of Finance.",yes,,state government,1,0,0,0,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,yes,don't know,no,,1,"“The Ministry of Labour and Social Welfare (MLSW) has, for the year 2016, identified and provided reparations to 5063 families of civilian victims and missing civilians.” (HLC Kosovo)",5063,unknown,yes,"? Law No. 4/L-172: On Amending and Supplementing the Law No.04/L-054 On the Status and the Rights of the Martyrs, Invalids, Veterans, Members of Kosovo Liberation Army, Sexual Violence Victims of the War, Civilian Victims of War and their Families",2014,expanded reparations policy,2025-12-16
139,Kosovo,347,"Law No. 4/L-172: On Amending and Supplementing the Law No.04/L-054 On the Status and the Rights of the Martyrs, Invalids, Veterans, Members of Kosovo Liberation Army, Sexual Violence Victims of the War, Civilian Victims of War and their Families","Law No. 4/L-172: On Amending and Supplementing the Law No.04/L-054 On the Status and the Rights of the Martyrs, Invalids, Veterans, Members of Kosovo Liberation Army, Sexual Violence Victims of the War, Civilian Victims of War and their Families","Loi n° 4/L-172 : modifiant et complétant la loi n° 04/L-054 sur le statut et les droits des martyrs, des invalides, des vétérans, des membres de l'Armée de libération du Kosovo, des victimes de violences sexuelles de la guerre, des victimes civiles de la guerre et de leurs familles.","02/27/1998-June 20, 1999",domestic law,,legislative act,no,2014,2014-03-20,2017,2017-05-01,2023,2023-02-05,,no stated goals,https://reparations.qub.ac.uk/assets/uploads/04-L-172-a.pdf,1,0,1,1,412,0,1,application process,1870,yes,yes,Commission to Recognise and Verify Survivors of Sexual Violence During the Kosovo War (Verification Commission),yes,9,state government,0,0,0,0,0,0,1,other; rape,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",victims,no,,,no,don't know,no,case worker services or other application assistance available; offices located around the country,1,800 as of June 2020,800,"In November 2017, the Minister of Finance allocated €1 million from the 2018 budget to go towards the policy.",yes,"This policy is the amendment to the original law passed in 2011, Law No.04/L-054 On the Status and the Rights of the Martyrs, Invalids, Veterans, Members of Kosovo Liberation Army, Sexual Violence Victims of the War, Civilian Victims of War and their Families. Also in January 2023 the Kosovo government decided to extend the deadline for applications, which lapsed in February 2023. The amendment has not yet been passed.",2014,expanded reparations policy,2025-12-16
75,Lebanon,660,Rebuilding Lebanon project,Rebuilding Lebanon project,Projet de reconstruction du Liban,2006,domestic law,,don't know,no,2006,,,,,,,compensation,Law unavailable.,1,0,1,1,426,0,1,other,,,,,,,state government; domestic donor; foreign donor,1,0,0,0,0,1,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,yes,don't know,don't know,,1,"Lebanese government compensated about 4780 injured individuals, 1249 families of deceased victims of the war, 7500 fishermen, and an unreported number of people for housing compensation.13529",13529,Lebanese government spent about LL17.8 billion ($11.8 million USD) on injured indemnities; about LL24 billion ($16 million) on martyr’s/deceased families; over LL2 billion ($1.5 million) to compensate fishermen for lost income; and LL102 billion ($680 million) on housing compensation.,no,,,,2025-12-16
150,Malawi,553,Government Assistance to Returnees and Victims,Government Assistance to Returnees and Victims,Aide gouvernementale aux rapatriés et aux victimes,1993,domestic law,,executive,no,1994,,1994,,1996,,,no stated goals,,1,1,0,0,,0,0,other,222,don't know,yes,"National Insurance Company, the Ministry of Labor, medical practitioners, and the Workman's Compensation",,,state government,1,0,0,0,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,don't know,,don't know,,1,222,222,"USD$66,000",no,,,,2025-12-16
84,Malawi,553,The National Compensation Tribunal (NCT),The National Compensation Tribunal,La Commission nationale d'indemnisation,"July 6, 1964 through May 17, 1994 (during the Banda presidency)",domestic law,,legislative act,no,1994,1994-05-18,1995,1995-08-01,2004,2004-05-18,,no stated goals,https://www.constituteproject.org/constitution/Malawi_2017.pdf?lang=en,1,1,0,0,,0,0,application process,25000,yes,yes,National Compensation Tribunal,yes,,state government,0,0,1,0,0,1,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred"")",relatives of victims; victims,no,,,yes,don't know,yes,,1,"As of 2006, 600 claimants had received full compensation, and 7,000 claimants had received interim compensation out of 25,000 claimants total (Cammack).",600,unknown,no,,,,2025-12-16
141,Mali,432,Law No. 2022/041,Law No. 2022/041,Loi n° 2022/041,1960-,domestic law; truth commission,,legislative act,no,2022,2022-11-15,2022,,,,,reconciliation,http://www.droit-afrique.com/uploads/Mali-Loi-2022-41-prejudice-violation-droits-homme.pdf https://fr.scribd.com/document/629969376/mali-jo-2022-38,1,1,1,1,372,1,0,other,,no,yes,Commission for the administration of reparations for victims (CARV),don't know,,state government,1,0,0,0,0,0,1,rape,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies])",violation-based community (group of individuals who suffered the same form of human rights violation); geographic-based group (group of individuals with the same relation to a location),yes,yes,no,,0,The policy is new so no data is available on this.,,The policy is new so no data is available on this.,no,,,,2025-12-16
138,Mauritania,435,Law No. 2015-033 on the fight against torture,Law No. 2015-033 on the fight against torture,Loi n° 2015-033 relative à la lutte contre la torture,unknown,domestic law,,legislative act,no,2015,2015-09-10,,,,,,compensation; rehabilitation,https://reparations.qub.ac.uk/assets/uploads/Law-on-Fight-Against-Torture-MAURITANIA.pdf,1,1,1,0,,0,0,other,,,,,,,state government,0,1,0,0,0,0,0,,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",victims,no,,,no,don't know,no,,0,unknown,,unknown,no,,,,2025-12-16
61,Mexico,70,The General Law of Victims,The General Law of Victims,Le droit général des victimes,,domestic law,,legislative act,no,2012,2012-04-30,2013,2013-05-03,,,,non-recurrence / non-repetition; recognition; restitution,https://reparations.qub.ac.uk/assets/uploads/Mexico-Victims-Law-EN.pdf,1,0,1,0,,0,0,application process; list of victims in the truth commission or recognized truth process,31228,yes,yes,Comisión Ejecutiva de Atención a Víctimas,yes,300,state government,1,1,1,1,1,1,1,forced pregnancy; rape; sexual slavery,0,yes,yes,no,yes,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc); services specficially targeted women and/or girls (social economic programs specifically helping women, scholarships for women, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies]); collective compensation (lump sum provided to a community)","social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity); geographic-based group (group of individuals with the same relation to a location)",yes,no,yes,confidentiality provisions for sensitive topics like sexual and gender-based violence; case worker services or other application assistance available; offices located around the country,1,"8,506 as of June 2020 (most recent publicly available data).",8506,634496755 MX pesos as of 2017,yes,,2017,limited reparations policy,2025-12-16
76,Morocco,600,"Independent Arbitration Commission for the Compensation of Moral and Material Harm Suffered by Victims of Disappearance and Arbitrary Detention, and by their Beneficiaries","Independent Arbitration Commission for the Compensation of Moral and Material Harm Suffered by Victims of Disappearance and Arbitrary Detention, and by their Beneficiaries",Commission d'arbitrage indépendante pour la réparation des préjudices moraux et matériels subis par les victimes de disparition et de détention arbitraire et par leurs ayants droit,1956-1999,domestic law,,executive,no,1999,1999-08-16,1999,1999-09-01,2003,2003-07-10,,compensation,,0,0,1,0,,0,0,application process,5127,don't know,yes,Independent Arbitration Panel,yes,9,state government,0,0,1,1,0,0,0,,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,no,yes,no,,0,"3,681 were compensated out of the 5,488 final decisions made by the IAC.",,USD $100 million,no,,,,2025-12-16
77,Morocco,600,"Kingdom of Morocco Equity and Reconciliation Commission Final Report (Instance Équité et Réconciliation) (established January 2004); Statutes of the Equity and Reconciliation Commission (approved April 10, 2004)","Kingdom of Morocco Equity and Reconciliation Commission Final Report (established January 2004); Statutes of the Equity and Reconciliation Commission (approved April 10, 2004)",Rapport final de l'Instance équité et réconciliation du Royaume du Maroc (créée en janvier 2004) ; Statuts de l'Instance équité et réconciliation (approuvés le 10 avril 2004),1956-1999,domestic law; truth commission,,executive,no,2004,2004-04-10,,,,,,non-recurrence / non-repetition; reconciliation; restitution; coexistence,Statutes of the IER: https://www.usip.org/sites/default/files/file/resources/collections/commissions/Morocco-Charter.pdf,0,0,1,0,,0,1,application process,16861,yes,yes,Working Group on Reparations,yes,55,state government; foreign donor,1,1,1,1,0,0,1,rape,0,yes,yes,no,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); symbolic (memorials, apologies, museums, etc); services specficially targeted women and/or girls (social economic programs specifically helping women, scholarships for women, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies])",geographic-based group (group of individuals with the same relation to a location),yes,no,yes,offices located around the country,1,"About 16,000 individuals by 2007.",16000,"Individual: By end of 2007, the distribution of individual compensation to victims was nearly complete, and $85 million USD had been distributed to between 9,000 and 16,000 individuals (USIP, ICTJ 2009). Collective: $10.2 million was allocated to collective reparations, $3.7 million of which came from the European Union and UN Women.",no,,,,2025-12-16
105,Nepal,790,Standard on Financial Assistance and Relief to the Conflict Victims,Standard on Financial Assistance and Relief to the Conflict Victims,Norme sur l'assistance financière et l'aide aux victimes du conflit,1996-2006,domestic law; peace agreement,,executive,no,2007,,2008,,2017,,,no stated goals,,1,0,1,1,269,0,1,list of victims in the truth commission or recognized truth process,200000,yes,yes,Relief and Rehabilitation Unit under the Ministry of Peace and Reconstruction plus various agencies at the district level.,don't know,,state government,1,0,1,1,0,1,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,no,no,no,,1,"122,949",122949,"USD$178,002,548",no,,"2008, 2010",expanded reparations policy,2025-12-16
129,Netherlands,210,Policy rule on compensation for the Change of Registered Gender Act 1985–2014,Policy rule on compensation for the Change of Registered Gender Act 1985–2014,Règle de politique générale relative à l'indemnisation en vertu de la loi de 1985 sur le changement de sexe enregistré (Change of Registered Gender Act 1985-2014),"July 1, 1985 to July 1, 2014",domestic law,,executive,no,2021,2021-08-26,2021,2021-10-18,,2023-10-18,2023,no stated goals,https://zoek.officielebekendmakingen.nl/stcrt-2021-39392.html,0,0,0,0,,0,0,application process,2000,yes,yes,Ministry of Legal Protection,yes,,state government,0,0,0,0,0,0,1,forced sterilization,0,no,,,yes,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),victims,yes,"symbolic (memorials, apologies, museums, etc)","violation-based community (group of individuals who suffered the same form of human rights violation); social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity)",no,no,no,,0,"unknown, policy ongoing",,"unknown, policy ongoing",no,,,,2025-12-16
60,Paraguay,150,Ley 838: Que Indemniza a Victimas de Violaciones de Derechos Humanos Durante La Dictadura de 1954 a 1989,Law 838: Compensating Victims of Human Rights Violations During the Dictatorship from 1954 to 1989,Loi 838 : Indemnisation des victimes de violations des droits de la personne pendant la dictature de 1954 à 1989,1954-1989,domestic law,,legislative act,no,1996,1996-09-12,2002,2002-01-01,2018,,,no stated goals,https://reparations.qub.ac.uk/assets/uploads/1996-Ley-Indemnizacion-Paraguay.pdf,1,1,1,0,,0,0,application process,20000,yes,no,,,,state government,1,1,1,1,0,0,0,,0,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,yes,don't know,no,,1,3441 as of 2011,3441,"USD$100,000,000",yes,,2008,expanded reparations policy,2025-12-16
64,Peru,135,Ley 28592: Ley Que Crea el Plan Integral de Reparaciones (PIR),Law 28592: Law Creating the Comprehensive Reparations Plan,Loi 28592 : Loi créant le plan global de réparations,May 1980-November 2000,domestic law; truth commission,,legislative act,no,2005,2005-07-29,2007,2007-01-01,,,,recognition; compensation,https://reparations.qub.ac.uk/assets/uploads/2005-Peru-Programa-Reparacion-Integral.pdf,1,1,1,1,292,0,1,application process,232841,yes,yes,Reparations Council and Multisectorial Commission on Reparations (2 separate organizations),yes,60,state government; foreign donor,1,1,1,1,1,0,1,rape,0,yes,yes,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); restitution (UNGA: ""restore the victim to the original situation before the gross violations of international human rights law or serious violations of international humanitarian law occurred""); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"physical infrastructure (e.g. building dams, roads, bridges, or providing clean water, etc); symbolic (memorials, apologies, museums, etc); social services (e.g. creating, reforming, and/or funding health or educational services, job training services, legal or housing assistance services, etc., to benefit the victim community[ies]); collective compensation (lump sum provided to a community)","social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity); geographic-based group (group of individuals with the same relation to a location)",yes,no,no,,1,"226,727 registered as of April 2018, 98,132 repaired",98132,96088029.00 Peruvian Sol as of 2018 (USD $31.7 millions),yes,,2021,expanded reparations policy,2025-12-16
106,Philippines,840,Human Rights Victims Reparation and Recognition Act of 2013,Human Rights Victims Reparation and Recognition Act,Loi sur la réparation et la reconnaissance des victimes des droits de la personne,"September 21, 1972 to February 25, 1986",domestic law,,legislative act,no,2013,2013-02-25,2014,2014-05-12,2018,2018-05-12,,recognition; other (specify below),https://reparations.qub.ac.uk/assets/uploads/Republic-of-the-Philippines.pdf,1,1,1,0,,0,0,application process,75749,yes,yes,Human Rights Victims’ Claims Board,yes,23,state government,1,1,1,1,0,0,1,rape,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); mental/emotional (psychological or mental health challenge or condition resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,"compensation (monetary compensation for any economically assessable damage); rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,yes,"symbolic (memorials, apologies, museums, etc)","social identity-based community (group of individuals who share a cultural, ethnic, racial, or other identity)",yes,don't know,yes,,1,"11,229",11229,10 billion pesos (about US$245 million) plus accrued interest,no,,,,2025-12-16
115,Portugal,235,Decree Law 171/77,Decree Law 171/77,Décret-loi 171/77,"Unknown, but it compensated victims of the authoritarian regime which lasted from 1926-1974.",domestic law,,executive,no,1977,1977-04-30,,,,,,,unavailable,1,1,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,0,,1,no,,,no,,yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,don't know,don't know,,,1,132 as of 2006,132,,yes,Decree Law 189/2003,2003,expanded reparations policy,2025-12-16
116,Portugal,235,Law 20/97 Contagem especial do tempo de prisão e de clandestinidade por razões políticas para efeitos de pensão de velhice ou de invalidez (Special count of time in prison and in hiding for political reasons for the purpose of an old-age pension or of disability),Law 20/97 (Special count of time in prison and in hiding for political reasons for the purpose of an old-age pension or of disability),Loi 20/97 (décompte spécial du temps passé en prison et dans la clandestinité pour des raisons politiques aux fins de la pension de vieillesse ou d'invalidité),"May 28, 1926 – April 25, 1974",domestic law,,legislative act,no,1997,1997-06-19,1997,1997-06-20,,,,no stated goals,http://www.proyectos.cchs.csic.es/transitionaljustice/sites/default/files/maps/info/compensations/portugal_compensation_law_1997.pdf,1,1,0,0,,0,0,application process,1329,yes,yes,,yes,3,state government,0,0,1,0,0,0,0,,1,no,,,no,"fundamental rights (loss of rights like citizenship, freedom of religion or expression, etc. resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,don't know,don't know,no,,1,908,908,unknown,no,,,,2025-12-16
94,Romania,360,Decree-Law 118/1990 on granting some rights to the individuals politically persecuted by the dictatorship installed on 6 March 1945,Decree-Law 118/1990 on granting some rights to the individuals politically persecuted by the dictatorship installed on 6 March 1945,Décret-loi 118/1990 relatif à l'octroi de certains droits aux personnes politiquement persécutées par la dictature instaurée le 6 mars 1945,"March 6, 1945 (dictatorship established) – 1989 (communist leader Nicolae Ceausescu’s regime ends)",domestic law,,legislative act,no,1990,1990-03-30,,,2009,,,,http://www.cdep.ro/pls/legis/legis_pck.htp_act_text?idt=7582,1,1,1,0,,0,0,application process,,yes,yes,,yes,,state government,0,0,1,0,0,1,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations); economic (loss of income, job/employment, assets, or property resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage); other,victims,no,,,no,don't know,no,offices located around the country,0,unknown,,unknown,yes,Government Emergency Ordinance No. 9/1999 and Law No. 18/2000,1999,expanded reparations policy,2025-12-16
95,Romania,360,Law 221/2009 on politically motivated sentences and punishments handed down from 6 March 1945 to 22 December 1989,Law 221/2009 on politically motivated sentences and punishments handed down from 6 March 1945 to 22 December 1989,Loi 221/2009 sur les condamnations et les peines pour motifs politiques prononcées entre le 6 mars 1945 et le 22 décembre 1989,6 March 1945 to 22 December 1989,domestic law,,legislative act,no,2009,,,,2010,,,,text unavailable online,1,1,1,0,,0,0,application process,,don't know,don't know,,,,state government,0,0,1,0,0,0,0,,1,no,,,no,"economic (loss of income, job/employment, assets, or property resulting from violations)",yes,compensation (monetary compensation for any economically assessable damage),relatives of victims; victims,no,,,no,don't know,don't know,,0,0,,0,no,,,,2025-12-16
89,Rwanda,517,Law No. 2/1998 of 22 January 1998 Establishing a national Assistance Fund for Needy Victims of Genocide and Massacres Committed in Rwanda Between 1 October 1990 and 31 December 1994. Created the Genocide Survivors Assistance Fund (FARG),Law No. 2/1998 of 22 January 1998 Establishing a national Assistance Fund for Needy Victims of Genocide and Massacres Committed in Rwanda Between 1 October 1990 and 31 December 1994. Created the Genocide Survivors Assistance Fund (FARG),Loi n° 2/1998 du 22 janvier 1998 portant création d'un Fonds national d'assistance aux victimes nécessiteuses du génocide et des massacres commis au Rwanda entre le 1er octobre 1990 et le 31 décembre 1994. Création du Fonds d'assistance aux rescapés du génocide (FARG).,10/1/1990-12/31/1994,domestic law,,executive; legislative act,no,1998,1998-01-22,1998,1998-02-01,,,,other (specify below),https://www.refworld.org/cgi-bin/texis/vtx/rwmain/opendocpdf.pdf?reldoc=y&docid=52df99854 https://reparations.qub.ac.uk/assets/uploads/Official-Gazette-n%C2%B0-Special-of-15.04.2009-FARG.pdf,0,0,1,1,374,0,1,other,,no,yes,Genocide Survivors Assistance Fund (FARG),yes,8,state government; domestic donor; foreign donor,1,0,0,0,0,0,0,,1,no,,,no,"physical (death, bodily injury, temporary or long-term disability, etc. resulting from violations)",yes,"rehabilitation (UNGA: ""medical and pyschological care as well as legal and social services"")",relatives of victims; victims,no,,,no,no,no,policy available in multiple languages,1,"From 1998 to the end of 2020, approximately 229,015 victims have been repaired through housing, educational, and financial support programs funded by FARG. Breakdown: “we have built new houses for 29,015 those who didn’t have them before and renovated 4,050. We have provided financial support to 54,680 for their income generating projects… In education, 107,921 students have been supported to study until the completion of secondary school level, while 33,349 have been supported to study in universities and other higher-learning institutions.” Even more individuals have been repaired through medical assistance. Although the number of individuals is unrecorded, FARG funded 2,618,366 medical visits from 1998-2020.",312710,"Rwf333 Billion (approx. $323,929,959 USD).",yes,"2008 (LAW N° 69/2008 OF 30/12/2008 RELATING TO THE ESTABLISHMENT OF THE FUND FOR THE SUPPORT AND ASSISTANCE TO THE SURVIVORS OF THE GENOCIDE AGAINST THE TUTSI AND OTHER CRIMES AGAINST HUMANITY COMMITTED BETWEEN 1st OCTOBER 1990 AND 31st DECEMBER 1994, AND DETERMINING ITS ORGANISATION, COMPETENCE AND FUNCTIONING)",2008,expanded reparations policy,2025-12-16
