truthcommissionID,country,ccode_cow,officialName,officialName_en,officialName_en_fr,tcType,legalBasis,branchCreated,domesticInitiatePerson,internationalBody,yearPassed,dayMonthPassed,tclawOnline,status,yearBeginOperation,democraticTransitionBeforeTC,fitsPostAutocraticTJ,intraConflictBeforeTC,fitsConflictTJ,ucdpConflictID,ucdpDyadID,beganOperatingDuringIntraConfl,beganOperatingAfterIntraConfl,tcAims,subnationalAuthorization,subnationalOperation,consultedVictims,consultedGroups,mandateTimePeriodCovered,timePeriod,idiosyncratic,disappearance,death,torture,SGBV,forcedDisplacement,corruption,crimeSpecificGroups,crimesOther,victimCount,formallyIndependent,commissioners,commissionerCount,commissionersHowChosen,commissionersVictimGroups,staff,staffMemberCount,primaryFunding,estimatedCost,investigateStateMembers,compelTestimony,penalizeIndividuals,namePerpetrators,accessOfficialDocuments,supportProsecutions,allocateReparations,recommendInstitutionalReforms,grantAmnesty,testimonies,casesTestimoniesCount,testimoniesAvailablePublic,heldPublicHearings,encourageVictimTestimony,encourageVictimTestimonyHow,perpetratorTestimony,perpetratorPubliclyNamedTestimony,perpetratorsWho,perpetratorReceived,yearCompleteOperation,finalReportIssued,reportPublisher,reportPubliclyAvailable,pdf_file,reportEstablishResponsibility,perpetratorNamesPublished,reportHighlightVictimGroups,finalReportRecommendations,recommendProsecutions,recommendProsecutionsWho,recommendReparations,reparationsType,reportRecommendInstitutionalReform,SecuritySectorReforms,SSRType,vetting,vettingType,legalReform,legalType,judicialReforms,judicialReformsType,humanRightsReforms,humanRightsReformType,corruptionReforms,corruptionReformsType,genderReform,genderReformType,finalRecommendations,mandatePeriodicMonitoringImplementation,tjet_version
164,Nigeria,475,"The Judicial Commission of Inquiry for the Investigation of Human Rights Violations, aka the Oputa Panel","The Judicial Commission of Inquiry for the Investigation of Human Rights Violations, aka the Oputa Panel","La Commission judiciaire d'enquête sur les violations des droits de la personne, alias le Groupe Oputa",domestic,domestic law,executive,Olusegun Obasanjo,,1999,1999-06-14,,completed,1999,1,1,1,0,,,0,0,reconciliation; historical truth; accountability; reparation; recognition of victims; institutional reform,no,no,0,,Yes,"January 15, 1966 to May 28, 1999",0,1,1,1,1,1,1,1,0,,fully independent,Yes,7,Appointed by President Obasanjo,No,Yes,,state government; foreign donor,,1,1,1,0,0,0,0,1,0,Yes,10000,Yes,Yes,Yes,conducted outreach,Yes,Yes,former state agents,Yes,2002,Yes,,Yes,1,Yes,Yes,Yes,Yes,1,"150 perps who met the Commission’s evidentiary standard in its public hearings. The Commission also recommends that the remaining cases from the 10,000 petitions are investigated by the appropriate administrative authorities (to which it forwarded the petitions).",1,collective,1,1,general recommendation; training / capacity; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions,0,,1,other,1,general recommendation,1,establish independent human rights bodies,0,,1,address gender discrimination,"development initiatives, close monitoring of resource control (the Niger Delta Development Commission), the publication and public awareness campaign of citizenship rights, protect the right to fair pay, the opportunity for all citizens to meaningfully participate in socioeconomic activities. A National Human RIghts federal holiday Including of of human rights violations and the norms of human rights according to the content of the Commission’s report in school curriculum. Academic freedom in universities, a Universal Basic Education",No,2025-12-16
165,Norway,385,"Kommisjonen for å granske fornorskingspolitikk og urett overfor samer, kvener og norskfinner, aka “Sannhets-og forsoningskommisjonen” (The commission to investigate the Norwegianisation policy and injustice against the Sámi and Kven/Norwegian Finnish peoples, aka the “Truth and Reconciliation Commission”)","The commission to investigate the Norwegianisation policy and injustice against the Sámi and Kven/Norwegian Finnish peoples, aka the “Truth and Reconciliation Commission”","La commission chargée d'enquêter sur la politique de norvégianisation et les injustices commises à l'encontre des peuples sami et kven/norvégien de Finlande, également appelée ""Commission vérité et réconciliation"".",domestic,domestic law,legislative act,The Stortinget (Norwegian Parliament),,2017,2017-06-20,<https://uit.no/kommisjonen/mandat>,ongoing,2018,0,0,0,0,,,0,0,reconciliation; historical truth; recognition of victims; institutional reform; non-recurrence; truth for victims,yes,no,1,indigenous groups,Yes,"It is important to note that this time period is flexible—the commission can reach further back into the past if it sees fit, however, the mandate states 1800-present",0,0,1,0,0,1,0,1,1,,fully independent,Yes,12,Appointed by the Stortinget.,Yes,Yes,7,state government,,1,0,0,0,1,0,0,1,0,Yes,75,No,No,Yes,conducted outreach,No,,former state agents; current state agents; corporations,,,No,,,1,,,,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
166,Pakistan,770,"الباكستانية جنة التحقيق الحرب (War Inquiry Commission, aka the Hamoodur Rahman Commission)","War Inquiry Commission, aka the Hamoodur Rahman Commission","Commission d'enquête sur la guerre, alias Commission Hamoodur Rahman",hybrid,domestic law,executive,President Zulfikar Ali Bhutto,,1971,1971-12-26,,completed,1972,1,0,1,1,312,673,0,1,responsibility; historical truth; accountability; non-recurrence,no,no,0,,Yes,1947-December 1971,0,1,1,1,1,1,1,1,0,526000,fully independent,Yes,4,Appointed by President Bhutto,No,Yes,2,state government,,1,1,1,0,1,0,0,1,0,Yes,285,No,No,Yes,offered witness protection,Yes,No,former state agents; current state agents,No,1974,Yes,"Only 12 copies of the original 1972 report were printed by the Commission, which were handed personally to Bhutto. After the Commission was reopened in 1974, only 5 copies of its report were published for certain high-up executives.",No,1,,,,Yes,1,"Individual perpetrators, including “Gen. Yahya Khan, Lt. Gen. Pirazada, Maj. Gen. Umar, Lt. Gen. Mitha… Maj. Gen. Mitha…Lt. Gen. Tikka Khan, Maj. Gen. Farman Ali, Maj. Gen. Khadim Hussain, [and] Lt. Gen. A.A.K. Niazi.” Also including Gen. Abdul Hamid Khan, Lt. Gen. Gul Hasan, Lt. Gen. Irshad Ahmad Khan, Maj. Gen. Abid Zahid, Maj. Gen. B.M. Mustafa, Maj. Gen. Mohammad Jamshed, Maj. Gen. M. Rahim Khan, Brig. G.M. Baqir Siddiqui, Brig. Mohammad Hayat, Brig. Mohammad Asla Niazi, Brig. S.A. Ansari, Brig. Manzoor Ahmad, and Brig. Abdul Qadir Khan.",0,,1,1,democratic accountability / civilian control; training / capacity; structural reforms; discipline / changed codes of conduct,0,,0,,1,establish special courts,1,establish independent human rights bodies,0,,0,,,Yes,2025-12-16
168,Panama,95,Comisión de la Verdad Panamá (Panama Truth Commission),Panama Truth Commission,Commission de la vérité du Panama,domestic,domestic law,executive,President Mireya Moscoso,,2001,2001-01-18,<https://www.usip.org/publications/2001/01/truth-commission-panama>,completed,2001,1,1,1,1,367,795,0,1,prevention of human rights violations; reconciliation; historical truth; reparation; recognition of victims; non-recurrence; truth for victims,no,no,0,,Yes,1968-1989,0,1,1,1,0,0,0,0,0,110,fully independent,Yes,7,"Named in the Executive Decree, i.e. appointed by the President.",No,Yes,14,state government; foreign donor,500000,1,0,0,0,1,0,0,1,0,Yes,147,No,No,Yes,conducted outreach; offered witness protection,Yes,No,former state agents; current state agents; foreign actors,No,2002,Yes,"Published by the TC as a book and printed by Impresos Tavial, S.A.",Yes,1,No,No,Yes,Yes,0,,1,general recommendation,1,1,democratic accountability / civilian control; training / capacity,0,,1,comply with human rights law,0,,1,general recommendation; establish independent human rights bodies,0,,0,,"A federal holiday the “day of the disappeared” to commemorate the disappeared and act as a state form of victim recognition. Reinforcing curriculum on human rights in all levels of education That the government adequately and widely disseminates the report, complete further systematic excavations in sites where the commission thought there could be remains but were unable to excavate, send the families the remains and DNA evidence of their relations",No,2025-12-16
167,Panama,95,"la Comisión 20 de diciembre de 1989 (December 20, 1989 Commission)","December 20, 1989 Commission",20 décembre 1989 Commission,domestic,domestic law,executive,President Juan Carlos Varela Rodríguez,,2016,2016-07-19,<https://comision20dediciembrede1989.org.pa/wp-content/uploads/2016/07/GacetaNo_28078a_20160720.pdf>,ongoing,2016,1,0,1,1,367,795,0,1,memorialization; historical truth; accountability; restitution; reparation; recognition of victims; truth for victims,no,no,0,,Yes,"December 19, 1989 until the end of US invasion (September 1994)",0,1,1,1,1,1,0,0,1,350,fully independent,Yes,5,"Named in the Executive Decree, i.e. appointed by the President.",No,Yes,,state government,1381661,1,0,0,0,1,0,0,1,0,Yes,,No,Yes,Yes,offered witness protection,No,,former state agents; foreign actors,,,No,,,0,,,,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
207,Paraguay,150,"Truth and Justice Commission (Comisión Verdad y Justicia, CVJ)",Truth and Justice Commission,Commission vérité et justice,domestic,domestic law,legislative act,The Paraguayan Congress,,2004,2004-06-01,,completed,2004,1,1,0,0,,,0,0,prevention of human rights violations; historical truth; reparation; non-recurrence; truth for victims,no,don't know,0,,Yes,1954-1989,0,1,1,1,0,1,0,0,0,128000,fully independent,Yes,9,Chosen by the state,Yes,Unknown,,state government,,1,0,0,0,1,1,1,0,0,Yes,2059,Yes,Unknown,Unknown,,Yes,Yes,former state agents,No,2008,Yes,The CVJ,Yes,1,Yes,Yes,No,Yes,1,Stroessner,1,individual,1,0,,0,,1,general recommendation; comply with human rights law,0,,1,general recommendation,0,,1,general recommendation,"The “Archive of Terror”, discovered in 1992, was preserved, and the Archive and Documentation Center for the Defense of Human Rights was created in order to safeguard and to inventory the “Archive of Terror”, the internal records produced by the Paraguayan security forces during the Stroessner regime. This was the first repository of its kind, documenting the work of Operation Condor, discovered in Latin America. (Subsequently, a similar archive was discovered in Guatemala.)",No,2025-12-16
169,Peru,135,"Truth and Reconciliation Commission (Comisión de la Verdad y Reconciliación, CVR) or Supreme Decree No. 065-2001-PCM/ 2001 and Supreme Decree No. 101-2001-PCM/ 2001","Truth and Reconciliation Commission, or Supreme Decree No. 065-2001-PCM/ 2001 and Supreme Decree No. 101-2001-PCM/ 2001","Commission vérité et réconciliation, ou décret suprême n° 065-2001-PCM/ 2001 et décret suprême n° 101-2001-PCM/ 2001",domestic,domestic law,don't know,Government of Peru,,2001,2001-06-04,<https://www.cverdad.org.pe/lacomision/cnormas/normas01.php>,completed,2001,1,1,1,1,292,631,0,1,reconciliation; responsibility; historical truth; accountability; institutional reform; non-recurrence,no,yes,0,,Yes,May 1980 – November 2000,0,1,1,1,1,1,0,1,1,69280,don't know,Yes,12,Commissioners were appointed by President Valentin Paniagua (7) and Alejandro Toledo (5) by Executive Decree (Supreme Resolution).,No,Yes,500,state government; foreign donor,11560000,1,0,0,1,1,1,0,1,0,Yes,16917,No,Yes,Yes,conducted outreach; offered witness protection,Yes,No,former state agents; former opposition,No,2003,Yes,Truth and Reconciliation of Peru,Yes,1,Yes,Yes,Yes,Yes,1,"The FR recommended that in the term of 30 days the Prosecutor’s Office starts the investigation “against the presumed perpetrators of the crimes investigated by the TRC. For this purpose, we send to this institution all the indications that have served for the commissioners, to form conviction about the alleged criminal liability of persons we suspect as likely agents of crime” (FR. Vol.9. p. 107). Also, the TRC recommended the Supreme Court to consider their findings for the proceedings against Sendero Luminoso and Tupac Amaru (FR. Vol.9. p. 107).",1,collective; individual,1,1,general recommendation; training / capacity; structural reforms,0,,1,general recommendation; change to criminal code,1,general recommendation; respect due process; more legal training; change rules for judicial appointment,1,general recommendation,0,,0,,"“Emphasize educational policies aimed at transforming the school into a place where the human condition of the students is respected and contributes to the integral development of their personality”. Forensic investigations for enforced disappearances and extrajudicial killings (FR. Vol. 9. P. 210). Follow-up mechanisms (FR. Vol. 9. P. 291). Witness protection (FR. Vol 9. p, 107).",Yes,2025-12-16
209,Philippines,840,The Transitional Justice and Reconciliation Commission,The Transitional Justice and Reconciliation Commission,La Commission de justice transitionnelle et de réconciliation,domestic,domestic law,executive,President Benigno Aquino III,,2010,2010-07-30,https://lawphil.net/executive/execord/eo2010/eo\_1\_2010.html,completed,2010,1,0,1,1,308,657; 658; 659,1,0,prevention of human rights violations; reconciliation; memorialization; historical truth; accountability; institutional reform; non-recurrence; truth for victims,no,yes,1,indigenous groups,No,,0,1,1,1,0,0,1,0,0,,fully independent,Yes,7,Chosen by President Aquino based on their merits,No,Unknown,,state government; foreign donor,,1,1,0,0,1,1,1,0,0,Yes,,No,Unknown,Yes,offered witness protection,No,,,,2016,Yes,The TJRC published a final report,Yes,1,Yes,No,Yes,Yes,0,,1,general recommendation; collective,1,0,,1,limited vetting,0,,0,,1,general recommendation; protect rights defenders / freedom of expression; address minority rights violations,1,general recommendation,0,,"Recommend to the President the creation of a National Transitional Justice and Reconciliation Commission on the Bangsamoro (NTJRCB) that shall oversee and support the operations of four Sub-Commissions named below, ensure the implementation of the ‘dealing with the past’ framework, and promote healing and reconciliation. To contribute to the resolution of outstanding land disputes in conflict- affected areas in the Bangsamoro and to address the legacy of land dispossession with concrete measures to provide redress; To promote healing and reconciliation among the different communities affected by the conflict.",Yes,2025-12-16
108,Portugal,235,The Commission on the Black Book on Fascism,The Commission on the Black Book on Fascism,La Commission sur le Livre noir du fascisme,domestic,domestic law,executive,Established by governmental decree in January 1977,,1977,1977-01-01,"Decreto-lei n.º 110/78, de 26 de maio (DR 120/78, Série I, 26/05/1978) - creates The Commission on the Black Book on Fascism",completed,1978,1,1,0,0,,,0,0,historical truth,no,no,0,,Yes,"Period between the implementation of the military dictatorship on May 28, 1926, and the Carnation Revolution on April 25, 1974. This included two distinct phases: military dictatorship (1926-33) and civilian authoritarian regime (1933-74).",0,0,0,0,0,0,1,0,1,,fully independent,Yes,6,"Chosen by the Prime Minister based on “their widely acknowledged moral integrity and outstanding democratic past.""",No,Yes,,state government,,0,0,0,0,1,0,0,0,0,Yes,,Yes,No,No,,No,,former state agents,,1991,Yes,The TC itself,Yes,0,No,No,No,No,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
170,Romania,360,"Comisiei Prezidenţiale pentru Analiza Dictaturii Comuniste din România, aka Comisiei Tismaneanu (Presidential Commission for the Study of the Communist Dictatorship in Romania, aka the Tismaneanu Commission)","Presidential Commission for the Study of the Communist Dictatorship in Romania, aka the Tismaneanu Commission","Commission présidentielle pour l'étude de la dictature communiste en Roumanie, alias Commission Tismaneanu",hybrid,domestic law,executive,President Traian Băsescu,,2006,2006-04-01,,completed,2006,1,1,0,0,,,0,0,memorialization; responsibility; historical truth; accountability; recognition of victims,no,no,0,,Yes,1945-89,0,1,1,1,0,0,0,1,0,300000,partially independent,Yes,19,"? The Commissioners were chosen and appointed by Commission President Tismaneanu, who was appointed by the President Basescu",Yes,Yes,32,state government,,1,0,0,0,1,0,0,1,0,No,,No,No,No,,No,,former state agents; current state agents; foreign actors,,2006,Yes,"The Commission itself published its report and submitted it to Parliament and the President in December. It was not released to the public until January, when it was published by Humanitas, a prominent Romanian publishing house.",Yes,1,Yes,Yes,Yes,Yes,1,"Recommends reopening investigations and forensic discovery “in all cases where convicts for political crimes committed under communism were released on medical grounds, with the suspicion that the certificates and the forensic examinations on the basis of which they were released could have been false.”",1,collective,1,0,,0,,1,change to criminal code; limit amnesties; pass constitutional amendments; other,1,general recommendation,1,changes to legal identity,0,,0,,"a Monument to the Victims of Communism in the center of the capital; introduction of Soviet victim history in national museums. a commemorative day, airing commemorative and educational TV series, organizing academic conferences about the Soviet regime and discussing the Report. support in-depth university and civil society research into the USSR regime; the establishment of 12 presidential scholarships for students interested in pursuing research into the communist regime official condemnation of communism and apology; publish the report on the President’s website, translate the report into different languages; ban the USSR imagery (insignias, propaganda, etc.); restitution of confiscated religious texts, including Zionist texts;",No,2025-12-16
171,Rwanda,517,"Commission internationale d’enquête sur les violations des droits de l’homme au Rwanda depuis le 1er Octobre 1990 (International Commission of Investigation on Human Rights Violations in Rwanda Since October 1, 1990)","International Commission of Investigation on Human Rights Violations in Rwanda Since October 1, 1990",Commission internationale d'enquête sur les violations des droits de la personne au Rwanda depuis le 1er octobre 1990,hybrid,domestic law,don't know,Formed by mutual agreement of Rwandan civil society groups and four international NGOs,,1993,1993-01-01,,completed,1993,0,0,1,1,374,804,1,0,responsibility; historical truth; restitution; reparation; recognition of victims; truth for victims,,,0,,Yes,"October 1, 1990 to early 1993",0,1,1,1,1,1,0,1,1,2000,fully independent,Yes,10,Proposed and selected by the founding NGOs.,No,Yes,4,foreign donor,,1,0,0,0,0,0,0,1,0,Yes,,No,Yes,Yes,conducted outreach,Yes,Yes,current opposition; current state agents,No,1993,Yes,The founding NGOs published the report.,Yes,1,Yes,Yes,No,Yes,1,"Those responsible for human rights violations, including by continuing the investigation begun by the COI into those named in the report and into those mass gravesites discovered by the COI",0,,1,1,general recommendation; discipline / changed codes of conduct; other,0,,1,general recommendation,1,general recommendation,1,establish independent human rights bodies,0,,0,,"immediate negotiations; that President Habyarimana condemn all incitement of hate or violations of human rights, announce publicly that state agents responsible for human rights violations will be prosecuted; take measures to ensure the rehiring of all those laborers who have lost their jobs as a result of politically-motivated detention; link international development aid to conditionality requirements for respect for human rights, certain human rights reforms, and certain steps to bring an end to violence; end all military aid to belligerents; continue to push parties to pursue settlement",No,2025-12-16
173,Serbia,345,"(Serbia and Montenegro) Komisija za istinu i pomirenje (Truth and Reconciliation Commission for Serbia and Montenegro, aka the Yugoslav Truth and Reconciliation Commission)","(Serbia and Montenegro) Truth and Reconciliation Commission for Serbia and Montenegro, aka the Yugoslav Truth and Reconciliation Commission","(Serbie et Monténégro) Commission de vérité et de réconciliation pour la Serbie et le Monténégro, alias Commission de vérité et de réconciliation yougoslave",domestic,domestic law,executive,President Vojislav Koštunica,,2001,2001-03-30,<https://www.usip.org/sites/default/files/file/resources/collections/commissions/Serbia&Motenegro-Charter.pdf>,completed,2002,1,1,1,1,384; 385; 389; 390; 398; 412,824; 825; 826; 834; 835; 836; 837; 847; 848; 868,0,1,reconciliation; dialogue; historical truth; truth for victims,no,no,0,,Yes,1980-2000,0,1,1,1,1,1,0,1,1,,partially independent,Yes,15,Appointed by the President and named in Decree 15/2001 and 59/2002.,Yes,No,,state government,20000,1,0,0,0,0,0,0,1,0,No,,No,No,No,,No,,,,2003,No,,,0,,,,,0,,0,,0,0,,0,,0,,0,,0,,0,,0,,,No,2025-12-16
240,Seychelles,591,"The Truth, Reconciliation and National Unity Commission",,"Loi sur la Commission vérité, réconciliation et unité nationale",domestic,domestic law,executive,President Wavel Ramkalawan,,2018,2018-09-14,https://atjhub.csvr.org.za/wp-content/uploads/2023/11/TRNUC-Act-2018.pdf,,2018,1,1,0,0,,,0,0,addressing corruption; prevention of human rights violations; reconciliation; responsibility; apology; historical truth; reparation; non-recurrence; truth for victims,,,0,,Yes,"1977 - 2022 (The truth commission was always referred to as ""from 1977 to the present day"". The present day is assumed to be up until the truth commission finalized hearing all potential cases which occurred in 2022).",0,1,1,1,0,1,1,0,1,,fully independent,Yes,7,"The commission consisted of 7 members, one being a chairperson, a vice-chairperson and five other commissioners two of whom had to be non-Seychellois and not residents of Seychelles. The President appointed the Chairperson and the six other Commissioners from a pool of candidates who were proposed by the Constitutional Appointments Authority.",No,Yes,,state government; domestic donor; foreign donor,,1,1,0,0,1,1,0,0,0,Yes,504,No,Unknown,Yes,offered benefits to victims; conducted outreach,Yes,Unknown,former state agents; former opposition,Yes,2022,Yes,The report was published by the Commission itself as an independent body after it had been submitted and approved by President Ramkalawan,Yes,,No,No,No,Yes,1,Any senior member of Government or SPDF that has been deemed a perpetrator and has not been granted amnesty or immunity,1,collective,1,1,training / capacity; detainee treatment / prison conditions,1,comprehensive vetting,1,comply with human rights law,1,more legal aid; more legal training,1,establish independent human rights bodies,0,,1,address gender discrimination; address sexual violence,"""The Commission recommends the creation of mental health support to be made available to all victims, witnesses, suspects, and perpetrators, to assist those who have had to relive traumatising events, and/or have received negative public reactions, in the course of assisting the Commission in its fact-finding mandate."" ""The Commission recommends, in accordance with its Reparations Policy, the creation of a Reparations Trust Fund to ensure that any reparation recommendations are able to be provided to those found to have suffered human rights violations as expeditiously as possible."" There are a significant number of recommendations for the TC in terms of preserving ""memory"" some include The Commission recommends the widespread and prompt dissemination of its full Final Report in all official languages of Seychelles The Commission recommends that the Government of Seychelles set up and support the operation of an outreach programme that has the purpose of assisting in outreach and improving public understandings of the Commission’s Final Report The Commission recommends that the Ministry of Education adapt the Commission’s Final Report as part of the required school curriculum for future generations as to know the history and legacy of human rights violations in Seychelles. - they encourage the creation of a child friendly version",Unknown,2025-12-16
174,Sierra Leone,451,Truth and Reconciliation Commission,Truth and Reconciliation Commission,Commission vérité et réconciliation,hybrid,domestic law,executive,President Dr. Ahmad Tejan Kabbah,,2000,2000-02-22,<https://www.usip.org/sites/default/files/file/resources/collections/commissions/SeirraLeone-Charter.pdf>,completed,2002,1,0,1,1,382,818; 819; 820,0,1,prevention of human rights violations; reconciliation; dialogue; responsibility; historical truth; accountability; recognition of victims; non-recurrence; truth for victims,no,yes,1,ethnic minorities; indigenous groups,Yes,"March 23, 1991 to July 7, 1999",0,1,1,1,1,1,1,1,0,14995,fully independent,Yes,7,"The TRC Act states, “four of [the commissioners] shall be citizens of Sierra Leone and the rest shall be non-citizens, all of whom shall be appointed by the President after being selected and recommended in accordance with the procedure prescribed…” in the following. The selection process of citizens is consultative, starting with public nominations that are then vetted by an Advisory Committee, which helps the Selection Coordinator draw up a short list of 10-20 finalists. They must be of “high standing or competence as lawyers, social scientists, religious leaders, psychologists,” or other relevant fields. Each is interviewed by a Selection Panel, which tries to reach consensus on a ranking of those finalists and a Chair of the TRC. These comments are submitted to the President, who makes the formal appointments. For non-citizens, public nominations are submitted to the UNHCHR, which it considers in drawing up a short list, which is submitted to the Selection Panel for comment, then sent to the President for appointment. Importantly, the Advisory Committee and Selection Panel are multilateral; the former includes local leaders and representatives of the National Council of Paramount Chiefs, while the later includes representatives from the RUF, Inter-Religious Council, and National Forum for Human Rights.",No,Yes,255,state government; foreign donor,4167033,1,1,1,0,1,0,0,1,0,Yes,7706,Yes,Yes,Yes,conducted outreach; offered witness protection,Yes,No,former state agents; current opposition; former opposition; foreign actors,No,2004,Yes,"The final report, in four volumes, was published as a book by Graphic Packaging Ltd. GCGL in Accra, Ghana.",Yes,1,Yes,Yes,Yes,Yes,1,,1,collective; individual,1,1,training / capacity; discipline / changed codes of conduct; detainee treatment / prison conditions; other,0,,1,change to criminal code; comply with human rights law; pass constitutional amendments; other,1,general recommendation; more legal aid; respect due process; more legal training; change judge codes of conduct,1,establish independent human rights bodies; ratify human rights treaties; protect rights defenders / freedom of expression; address minority rights violations,1,comprehensive anti-corruption efforts,1,address gender discrimination; other; address sexual violence,"that the international community establish a “Street Law” program; international community support the creation and administration of a legal resources center; a national dialogue on returning Chiefs to their traditional roles and legislation codifying the result of this national dialogue; National Electoral Commission to be more active in building public confidence and legitimacy; candidates for public office to disclose money raised and sources thereof; appropriate limits on campaign contributions; address the youth crisis—all political parties required to ensure that at least 10% of candidates are youth, establish a National Youth Commmission; achieve 50/50 gender parity in cabinet and political posts within next ten years; make 18 the age of consent; review adoption policies; Child Protection Agencies to conduct spot checks on mining sites to ensure that children are not employed",Yes,2025-12-16
175,Solomon Islands,940,Truth and Reconciliation Commission,Truth and Reconciliation Commission,Commission vérité et réconciliation,hybrid,domestic law,legislative act,Parliament and Shemuel Sam Iduri,,2008,2008-08-28,<http://www.paclii.org/sb/legis/num_act/tarca2008371/>,completed,2009,1,1,1,0,,,0,0,prevention of human rights violations; reconciliation; dialogue; responsibility; historical truth; accountability; recognition of victims; institutional reform; coexistence; truth for victims,no,yes,1,ethnic minorities; women / feminist groups,Yes,"January 1, 1998 to July 23, 2003",0,1,1,1,1,1,1,1,1,5721,fully independent,Yes,5,"According to the TRC Act, the commissioners were chosen by a consultative process. The public nominated nationals of integrity and credibility and the OHCHR nominated non-nationals. These nominees were reviewed by a Selection Committee composed of the Chief Justice and six other key stakeholder representatives, including the opposition, women’s groups, religious groups, and traditional leaders. The Selection Committee then submitted a list of selected names to the Prime Minister, who then formally appointed them. Those nominated were mandated to be “persons with high standing or competence from the legal profession, medical profession, clergy, social sciences…” or other relevant professions.",No,Yes,161,foreign donor,3029886,1,1,0,0,1,0,0,1,0,Yes,2362,Yes,Yes,Yes,conducted outreach; offered witness protection,Yes,No,current opposition; former opposition,No,2012,Yes,Bishop Terry Brown,Yes,1,Yes,No,Yes,Yes,1,"No names, those responsible for corruption, recommends the establishment of a special court for human rights violations, and recommends an investigation into the 1927 Kwaio Massacre",1,collective; individual,1,1,general recommendation,1,general recommendation,1,change to criminal code; comply with human rights law; pass constitutional amendments; other,1,establish special courts; more legal aid,1,establish independent human rights bodies; ratify human rights treaties; address minority rights violations,1,general recommendation,1,address gender discrimination; address sexual violence,"A national development-oriented university “real and meaningful” incorporation of youth at the highest level of government and decision-making; a special fund for the creation of 5,000 youth jobs; new infrastructure, especially roads, for Guadalcanal; regional reconciliation support committees; restitution of stolen lands to Guadalcanal landowners",Yes,2025-12-16
178,South Africa,560,Truth and Reconciliation Commission,Truth and Reconciliation Commission,Commission vérité et réconciliation,hybrid,domestic law,legislative act,"Parliament, signed by President Nelson Mandela",,1995,1995-07-19,<https://www.justice.gov.za/legislation/acts/1995-034.pdf>,completed,1995,1,1,1,1,345,766,0,1,prevention of human rights violations; historical truth; accountability; reparation; recognition of victims; institutional reform; non-recurrence; truth for victims,no,yes,0,,Yes,"March 1, 1960 to 1994",0,1,1,1,1,1,0,1,0,21000,fully independent,Yes,17,"Appointed by the President in consultation with the Cabinet. The TRC Act states that “the commissioners shall be fit and proper persons who are impartial and who do not have a high political profile, provided that not more than two persons who are not South Africa citizens may be appointed as commissioners.”",Yes,Yes,629,state government,9838712,1,0,0,1,0,0,0,1,1,Yes,21298,Yes,Yes,Yes,offered benefits to victims; conducted outreach; offered witness protection,Yes,Yes,former state agents; current opposition; former opposition,Yes,1998,Yes,"The TRC submitted its final report to President Mandela. The TRC Act states that “the President shall, in such manner as he or she may deem fit, bring the final report of the Commission to the notice of the nation, among others, by laying such report, within two months after having received it, upon the Table in Parliament.”",Yes,1,Yes,Yes,Yes,Yes,1,For all those perpetrators named in the report and in other documents submitted who did not qualify for amnesty,1,individual,1,1,training / capacity; structural reforms; discipline / changed codes of conduct; detainee treatment / prison conditions; other,0,,1,change to criminal code; limit amnesties; other,1,more legal aid; respect due process; more legal training; change judge codes of conduct,1,establish independent human rights bodies; ratify human rights treaties; protect rights defenders / freedom of expression; address minority rights violations,1,general recommendation,0,,"renaming streets and public buildings. a national day of remembrance, death certificates, expunging of criminal clear and unequivocal apology from the state and the liberation forces; apologize to neighboring states; close the “intolerable gap between the advantaged and disadvantaged”; create job opportunities through public-private partnerships; a special fund for training, empowerment, and opportunities for the disadvantaged set up by the private sector; rehabilitation clinics to assess the need for psychiatric and psychological counseling and make arrangements for such treatment to be administered; reintegration of perpetrators; support for religious communities offering healing; preserve the independence of the Reserve Bank; private sector respect of environmental protection; more witness protection; more probation services for juvenile offenders; secure places of safety for juvenile offenders; the possibility of law students acting as public defenders representing juvenile offenders in court be explored; uniform code of conduct and better training for health professionals; media independence and self-regulation according to a code of ethics",Yes,2025-12-16
