tables,section,order,col_name,definition,source_abr,year_first,year_last
tjet_cy,"prosecutions, int'l (excl. hybrid)",,cct_int_opp,"int'l prosecutions of opposition members, count of convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,cce_int_opp,"int'l prosecutions of opposition members, count of first convictions per accused, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,acc_int_opp,"int'l prosecutions of opposition members, count of accused in ongoing trials, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,crt_int_opp,"int'l prosecutions of opposition members, conviction rate, cct/acc",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,sen_int_opp,"int'l prosecutions of opposition members, total sum of sentences scale (> 1 year => 1; 1-3 years => 2; 4-9 years => 3; 10-19 years => 4; 20+ years => 5; Life Imprisonment => 6), by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,trs_int_opp_hi,"int'l prosecutions of high-ranking opposition members, count of trials beginning, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,tro_int_opp_hi,"int'l prosecutions of high-ranking opposition members, count of trials ongoing, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ado_int_opp_hi,"int'l prosecutions of high-ranking opposition members, average duration of ongoing trials (calendar years), by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,tfc_int_opp_hi,"int'l prosecutions of high-ranking opposition members, count of trials with any final convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,cct_int_opp_hi,"int'l prosecutions of high-ranking opposition members, count of convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,cce_int_opp_hi,"int'l prosecutions of high-ranking opposition members, count of first convictions per accused, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,acc_int_opp_hi,"int'l prosecutions of high-ranking opposition members, count of accused in ongoing trials, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,crt_int_opp_hi,"int'l prosecutions of high-ranking opposition members, conviction rate, cct/acc",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,sen_int_opp_hi,"int'l prosecutions of high-ranking opposition members, total sum of sentences scale (> 1 year => 1; 1-3 years => 2; 4-9 years => 3; 10-19 years => 4; 20+ years => 5; Life Imprisonment => 6), by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_referral,"state referral of situation to ICC, binary, carried forward from first year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_prelim_exam,"ongoing ICC preliminary examination by OTP, binary",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_prelim_exam_cumu,cumulative country-year count of ICC preliminary examination,TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_prelim_exam_region,"regional sum of cumulative country-year counts of ICC preliminary examinations (Africa, Asia, Europe, Americas, Oceania)",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_investigation,"ICC investigation by OTP, binary, carried forward from first year",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_investigation_cumu,cumulative country-year count of ICC investigation,TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_investigation_region,"regional sum of cumulative country-year counts of ICC investigations (Africa, Asia, Europe, Americas, Oceania)",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_arrest_warrant,number of arrest warrants issued by ICC,TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_arrest_warrant_cumu,cumulative number of arrest warrants issued by ICC,TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_arrest_warrant_region,"cumulative number of arrest warrants issued by ICC in region (Africa, Asia, Europe, Americas, Oceania)",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_arrestAppear,number of ICC appearances after arrest,TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_confirm_charges,number of cases with charges confirmed by ICC trial chamber,TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_proceedings,number of ICC proceedings beginning during the year,TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_proceedings_cumu,cumulative number of ICC proceedings,TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_proceedings_region,"cumulative number of ICC proceedings in region (Africa, Asia, Europe, Americas, Oceania)",TJET,1970,2020
tjet_cy,"prosecutions, int'l (excl. hybrid)",,ICC_withdrawnDismissed,number of accused who have charges withdrawn or proceedings dismissed by ICC during the year,TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,trs_hyb,"hybrid trials, count of trials beginning, by nationality of the accused & start year",,,
tjet_cy,"prosecutions, hybrid",,trs_hyb_sta,"hybrid prosecutions of state agents, count of trials beginning, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,tro_hyb_sta,"hybrid prosecutions of state agents, count of trials ongoing, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,ado_hyb_sta,"hybrid prosecutions of state agents, average duration of ongoing trials (calendar years), by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,tfc_hyb_sta,"hybrid prosecutions of state agents, count of trials with any final convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,cct_hyb_sta,"hybrid prosecutions of state agents, count of convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,cce_hyb_sta,"hybrid prosecutions of state agents, count of first convictions per accused, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,acc_hyb_sta,"hybrid prosecutions of state agents, count of accused in ongoing trials, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,crt_hyb_sta,"hybrid prosecutions of state agents, conviction rate, cct/acc",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,sen_hyb_sta,"hybrid prosecutions of state agents, total sum of sentences scale (> 1 year => 1; 1-3 years => 2; 4-9 years => 3; 10-19 years => 4; 20+ years => 5; Life Imprisonment => 6), by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,trs_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, count of trials beginning, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,tro_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, count of trials ongoing, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,ado_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, average duration of ongoing trials (calendar years), by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,tfc_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, count of trials with any final convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,cct_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, count of convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,cce_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, count of first convictions per accused, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,acc_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, count of accused in ongoing trials, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,crt_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, conviction rate, cct/acc",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,sen_hyb_sta_hi,"hybrid prosecutions of high-ranking state agents, total sum of sentences scale (> 1 year => 1; 1-3 years => 2; 4-9 years => 3; 10-19 years => 4; 20+ years => 5; Life Imprisonment => 6), by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,trs_hyb_opp,"hybrid prosecutions of opposition members, count of trials beginning, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,tro_hyb_opp,"hybrid prosecutions of opposition members, count of trials ongoing, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,ado_hyb_opp,"hybrid prosecutions of opposition members, average duration of ongoing trials (calendar years), by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,tfc_hyb_opp,"hybrid prosecutions of opposition members, count of trials with any final convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,cct_hyb_opp,"hybrid prosecutions of opposition members, count of convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,cce_hyb_opp,"hybrid prosecutions of opposition members, count of first convictions per accused, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,acc_hyb_opp,"hybrid prosecutions of opposition members, count of accused in ongoing trials, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,crt_hyb_opp,"hybrid prosecutions of opposition members, conviction rate, cct/acc",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,sen_hyb_opp,"hybrid prosecutions of opposition members, total sum of sentences scale (> 1 year => 1; 1-3 years => 2; 4-9 years => 3; 10-19 years => 4; 20+ years => 5; Life Imprisonment => 6), by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,trs_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, count of trials beginning, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,tro_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, count of trials ongoing, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,ado_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, average duration of ongoing trials (calendar years), by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,tfc_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, count of trials with any final convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,cct_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, count of convictions, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,cce_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, count of first convictions per accused, by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,acc_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, count of accused in ongoing trials, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,crt_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, conviction rate, cct/acc",TJET,1970,2020
tjet_cy,"prosecutions, hybrid",,sen_hyb_opp_hi,"hybrid prosecutions of high-ranking opposition members, total sum of sentences scale (> 1 year => 1; 1-3 years => 2; 4-9 years => 3; 10-19 years => 4; 20+ years => 5; Life Imprisonment => 6), by nationality of the accused & conviction year",TJET,1970,2020
tjet_cy,"prosecutions, domestic",,hos_trs_dom,"domestic trials of (former) heads of state, count of trials beginning, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, domestic",,hos_trs_dom_bincf,"domestic trials of (former) heads of state, binary carried forward from first start year, by nationality of the accused",TJET,1970,2023
tjet_cy,"prosecutions, domestic",,hos_tfc_dom,"domestic trials of (former) heads of state, count of trials with any final convictions, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, domestic",,hos_tfc_dom_bincf,"domestic trials of (former) heads of state, binary carried forward for any trials with final convictions, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, domestic",,hos_cce_dom,"domestic trials of (former) heads of state, count of first convictions per accused, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, domestic",,hos_cce_dom_bincf,"domestic trials of (former) heads of state, binary carried forward for any first convictions, by nationality of the accused",TJET,1970,2020
tjet_cy,"prosecutions, non-domestic",,hos_trs_int_hyb_for,"non-domestic trials of (former) heads of state, count of trials beginning, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, non-domestic",,hos_trs_int_hyb_for_bincf,"non-domestic trials of (former) heads of state, binary carried forward from first start year, by nationality of the accused",TJET,1970,2023
tjet_cy,"prosecutions, non-domestic",,hos_tfc_int_hyb_for,"non-domestic trials of (former) heads of state, count of trials with any final convictions, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, non-domestic",,hos_tfc_int_hyb_for_bincf,"non-domestic trials of (former) heads of state, binary carried forward for any trials with final convictions, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, non-domestic",,hos_cce_int_hyb_for,"non-domestic trials of (former) heads of state, count of first convictions per accused, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,"prosecutions, non-domestic",,hos_cce_int_hyb_for_bincf,"non-domestic trials of (former) heads of state, binary carried forward for any first convictions, by nationality of the accused & start year",TJET,1970,2020
tjet_cy,reparations,,reparations_gaTJ,"binary for whether reparations in country-year included any that was gender-attentive (1 = yes, 0 = no) ",TJET,1970,2020
tjet_cy,reparations,,rep_binary,"reparations policy, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_created,"reparations policies, count for year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_peaceagree,"reparations policy included in peace agreement, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_peaceagree_created,"reparations policies included in peace agreements, count for year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_collective,"reparations policy with collective component, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_collective_created,"reparations policies with collective component, count for year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_individual,"reparations policy with individual beneficiaries, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_individual_created,"reparations policies with individual beneficiaries, count for year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_symbolic,"reparations policy providing symbolic investments, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_symbolic_created,"reparations policies providing symbolic investments, count for year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_compensation,"reparations policy providing compensation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_compensation_created,"reparations policy providing compensation, count for year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_services,"reparations policy providing services for rehabilitation and restitution, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_services_created,"reparations policies providing services for rehabilitation and restitution, count for year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_paidout,"reparations policy which paid out, binary (coded when policy existed, not actual years of disbursements)",TJET,1970,2020
tjet_cy,reparations,,rep_paidout_created,"reparations policies which paid out, count for year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_victim_centered,"victims-centered reparations policy, index (sum of binaries rep_diffamount, rep_outreach, rep_alteration, rep_foreclose, and rep_accessibility), carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_victim_centered_beg,"victims-centered reparations policy, index (sum of binaries rep_diffamount, rep_outreach, rep_alteration, rep_foreclose, and rep_accessibility), year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_scope,"reparations policy scope, scale based on reported number of beneficiaries (0 => 0; 1 to 4481 beneficiaries => 1, greater than 4481 beneficiaries =>  2), carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_scope_beg,"reparations policy scope, scale based on reported number of beneficiaries (0 => 0; 1 to 4481 beneficiaries => 1, greater than 4481 beneficiaries =>  2), year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_harms,"reparations policy harms, index (sum of specific harms included from murder, torture, arbitrary detention, disappearance, child solider recruitment, displacement, sexual violence, and other), carried forward from year of creation",TJET,1970,2020
tjet_cy,reparations,,rep_harms_beg,"reparations policy harms, index (sum of specific harms included from murder, torture, arbitrary detention, disappearance, child solider recruitment, displacement, sexual violence, and other), year of creation only",TJET,1970,2020
tjet_cy,reparations,,rep_diffamount,"reparations policy providing different types or amounts based on type of victim or type of harm, binary",TJET,1970,2020
tjet_cy,reparations,,rep_outreach,"reparations policy with outreach activities, binary",TJET,1970,2020
tjet_cy,reparations,,rep_alteration,"reparations policy which was expanded through alteration, binary",TJET,1970,2020
tjet_cy,reparations,,rep_foreclose,"reparations policy which does not foreclose criminal prosecutions or civil damages, binary",TJET,1970,2020
tjet_cy,reparations,,rep_accessibility,"reparations policy with at least one accessibility or inclusivity provision (incl. availability in multiple languages, multiple offices around country, confidentiality for sensitive topics, case workers or other application assistance, or other), binary ",TJET,1970,2020
tjet_cy,truth commissions,,tcs_all_binary,"truth commission, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_all_created,"truth commissions, count for year of creation only",TJET,1970,2020
tjet_cy,truth commissions,,tcs_goalstruth,"truth commission with explicit goal of truth-finding, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_goalstruth_beg,"truth commission with explicit goal of truth-finding, binary, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_victim_process,"victim-centered TC process index (sum of binaries for consulted victims, encouraged victim testimony, had the power to allocate reparations, and whether it's aims included memorialization, apology, recognition of victims, or reparations), carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_victim_process_beg,"victim-centered TC process index (sum of binaries for consulted victims, encouraged victim testimony, had the power to allocate reparations, and whether it's aims included memorialization, apology, recognition of victims, or reparations), year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_victim_outcome,"victim-centered TC outcome index (sum of binaries for publicly available final report, report recommendation of reparations, and mandated implementation monitoring), carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_victim_outcome_beg,"victim-centered TC outcome index (sum of binaries for publicly available final report, report recommendation of reparations, and mandated implementation monitoring), year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_independent,"truth commission was at least partially independent, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_independent_beg,"truth commission was at least partially independent, binary, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_independent_scale,"truth commission independence scale (not independent => 0; partially independent => 1, fully independent => 2), carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_harms,"harms investigated by truth commission, scale (sum of binaries for torture, death, disappearance, SGBV, forced displacement, corruption, and other crimes, scaled: 0 => 0; 1-2 => 1; 3-5 => 2; 6-7 => 3), carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_harms_beg,"harms investigated by truth commission, scale (sum of binaries for torture, death, disappearance, SGBV, forced displacement, corruption, and other crimes, scaled: 0 => 0; 1-2 => 1; 3-5 => 2; 6-7 => 3), year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_powers,"truth commission powers index (sum of binaries for investigating state members, compeling testimony, accessing official documents, naming perpetrators, and recommending institutional reforms), carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_powers_beg,"truth commission powers index (sum of binaries for investigating state members, compeling testimony, accessing official documents, naming perpetrators, and recommending institutional reforms), year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_investigate,"truth commission power to investigate state members, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_investigate_beg,"truth commission power to investigate state members, binary, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_compel,"truth commission power to compel testimony, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_compel_beg,"truth commission power to compel testimony, binary, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_docs,"truth commission power to access official documents, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_docs_beg,"truth commission power to access official documents, binary, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_name,"truth commission power to name perpetrators, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_name_beg,"truth commission power to name perpetrators, binary, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_reform,"truth commission power to recommend institutional reforms, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_power_reform_beg,"truth commission power to recommend institutional reforms, binary, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_public_hearings,"truth commission with public hearings, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_public_hearings_n,"truth commission with public hearings, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_report,"truth commission issued final report, binary, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_report_n,"truth commission issued final report, count of TCs, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_report_public,"truth commission publicly available final report, binary, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_report_public_n,"truth commission publicly available final report, count of TCs, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_rec_prosecutions,"truth commission prosecutions recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_rec_prosecutions_n,"truth commission prosecutions recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_rec_reparations,"truth commission reparations recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_rec_reparations_n,"truth commission reparations recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_rec_reform,"truth commission institutional reform recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_rec_reform_n,"truth commission institutional reform recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_legal,"truth commission legal reform recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_legal_n,"truth commission legal reform recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_judicial,"truth commission judicial reform recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_judicial_n,"truth commission judicial reform recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_hrs,"truth commission general human rights reform recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_hrs_n,"truth commission general human rights reform recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_vetting,"truth commission vetting recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_vetting_n,"truth commission vetting recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_ssr,"truth commission security sector reform recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_ssr_n,"truth commission security sector reform reform recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_gender,"truth commission gender reform recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_gender_n,"truth commission gender reform recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_corruption,"truth commission corruption reform recommendation, binary, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ref_corruption_n,"truth commission corruption reform recommendation, count of TCs, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_recommendations,"truth commission reform recommendations in final report index (sum of binaries for reform categories vetting, security sector reform, legal reform, judicial reform, human rights reform, corruption reform, and gender reform), carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_recommendations_beg,"truth commission reform recommendations in final report index (sum of binaries for reform categories vetting, security sector reform, legal reform, judicial reform, human rights reform, corruption reform, and gender reform), year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_monitoring,"truth commission with mandated implementation monitoring, binary, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_monitoring_beg,"truth commission with mandated implementation monitoring, binary, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_binary,"TCs, binary, conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_created,"TCs, binary, conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_victim_process,"victim-centered TC process index (sum of binaries for consulted victims, encouraged victim testimony, had the power to allocate reparations, and whether it's aims included memorialization, apology, recognition of victims, or reparations), conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_victim_process_beg,"victim-centered TC process index (sum of binaries for consulted victims, encouraged victim testimony, had the power to allocate reparations, and whether it's aims included memorialization, apology, recognition of victims, or reparations), conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_victim_outcome,"victim-centered TC outcome index (sum of binaries for publicly available final report, report recommendation of reparations, and mandated implementation monitoring), conflict transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_victim_outcome_beg,"victim-centered TC outcome index (sum of binaries for publicly available final report, report recommendation of reparations, and mandated implementation monitoring), conflict transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_account_process,"accountability-oriented TC process index (sum of binaries for partial or full independence, collection of perpetrator testimony, power to compel perpetrator testimony, power to name perpetrators, power to support prosecutions, and whether aims included accountability, responsibility of the prevention of human rights violations), conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_account_process_beg,"accountability-oriented TC process index (sum of binaries for partial or full independence, collection of perpetrator testimony, power to compel perpetrator testimony, power to name perpetrators, power to support prosecutions, and whether aims included accountability, responsibility of the prevention of human rights violations), conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_account_outcome,"accountability-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of prosecutions, and mandated implementation monitoring), conflict transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_account_outcome_beg,"accountability-oriented TC outcome index (sum of binaries for publicly available final report, final report recommendation of prosecutions, and mandated implementation monitoring), conflict transitional justice nexus, year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_peace_process,"peace-oriented TC process index (sum of binaries for public hearings, power to grant amnesty, and whether aims included reconciliation, coexistence, dialogue, or non-recurrence), conflict transitional justice nexus, carried forward from year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_peace_process_beg,"peace-oriented TC process index (sum of binaries for public hearings, power to grant amnesty, and whether aims included reconciliation, coexistence, dialogue, or non-recurrence), conflict transitional justice nexus, year of creation",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_peace_outcome,"peace-oriented TC outcome index (currently only binary for publicly available final report), conflict transitional justice nexus, carried forward from year of completion",TJET,1970,2020
tjet_cy,truth commissions,,tcs_ctj_peace_outcome_beg,"peace-oriented TC outcome index (currently only binary for publicly available final report), conflict transitional justice nexus, year of completion",TJET,1970,2020
